procedure,target,mean,std
mean,SWB_avg,1.0000755094580422,0.060520590058745355
mean,SWB_nn,1.0019585039403407,0.04631802254554614
mean,SWB_pp,1.0001562810047981,0.08356646615173045
original_rf,SWB_avg,0.9990597601550896,0.057776133368003746
original_rf,SWB_nn,1.0027154517232835,0.047312414212433596
original_rf,SWB_pp,0.9986440728290444,0.08572073465756445
selected,SWB_avg,0.9976379871267176,0.05722591175525795
selected,SWB_nn,1.0043537117636432,0.048056575847349535
selected,SWB_pp,0.9997496614487009,0.08222714060124822
